epoch,accuracy,loss,val_accuracy,val_loss
0,0.06350000202655792,0.001031752908602357,0.05400000140070915,0.0011282399063929915
1,0.09799999743700027,0.0008130581118166447,0.08399999886751175,0.0008037911611609161
0,0.11550000309944153,0.000710745807737112,0.10400000214576721,0.0007359482697211206
1,0.13699999451637268,0.0006428240449167788,0.11999999731779099,0.000843691173940897
